,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
37712,South Africa,"Spiced meat, chocolate and brambly berry notes lead the bouquet of this wine and follow through to the medium-weight palate. It's juicy, with a short finish and easy structure. Drink now.",,85,10,Robertson,,,Lauren Buzzeo,@laurbuzz,Robertson Winery 2011 Pinotage (Robertson),Pinotage,Robertson Winery
37763,South Africa,"A savory nose of balsamic vinegar and smoked sausage gives this Merlot a spirited start. Big, juicy fruit flavors meld with wooded spice on the palate, offering a fun, easygoing wine with a long finish. Affordable and versatile.",,86,10,Western Cape,,,Susan Kostrzewa,@suskostrzewa,Blue Cove 2007 Merlot (Western Cape),Merlot,Blue Cove
37797,Italy,"This enjoyable, informal red delivers fruity flavors of juicy red cherry and crushed raspberry. Fresh and easy drinking, it would match nicely with pizza and pasta dishes topped with tomato sauce.",Orange,85,10,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Piccini 2013 Orange  (Chianti),Red Blend,Piccini
37956,Chile,"Lightly herbal and scratchy on the nose, this somewhat sharp Merlot is linear and piercing, with bright, semitart flavors of raspberry, cherry pie and herbs.",Reserva,85,10,Colchagua Valley,,,Michael Schachner,@wineschach,Caliterra 2014 Reserva Merlot (Colchagua Valley),Merlot,Caliterra
37968,US,"Savory rather than simply fruity flavors are the strong point of this medium-bodied and well-balanced wine. It tastes almost like melon wrapped in prosciutto as meaty, earthy nuances blend with modest fruit accents.",,85,10,California,California,California Other,Jim Gordon,@gordone_cellars,Pepi 2014 Sauvignon Blanc (California),Sauvignon Blanc,Pepi
38176,Argentina,"This has fresh berry and flower aromas that lead to a healthy-feeling palate, which is full of cherry, boysenberry and blackberry flavors. Mildly toasty and chocolaty on the finish.",Elsa,87,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Valentin Bianchi 2011 Elsa Malbec (Mendoza),Malbec,Valentin Bianchi
38326,Portugal,"15% Alicante Bouschet gives this wine its dark color and rich, plummy texture. It has weight, ripe, bold fruit and soft tannins and is ready to drink.",Portas da Herdade Tinto,87,10,Alentejano,,,Roger Voss,@vossroger,Companhia das Quintas 2015 Portas da Herdade Tinto Red (Alentejano),Portuguese Red,Companhia das Quintas
38331,South Africa,"This leads with bright aromas of orange blossom, just-ripe red apple and firm nectarine. The medium-weight palate offers ample acidic lift that complements the apple and citrus flavors. Though the finish is short, it's clean, and the wine is just so easy to like and drink. Enjoy now.",,87,10,Robertson,,,Lauren Buzzeo,@laurbuzz,Excelsior 2016 Chardonnay (Robertson),Chardonnay,Excelsior
38348,US,"This is a solid Chardonnay for a great price. It has full body and an oaky, buttery personality that will make few enemies. It's richly textured, with an almost-sweet quality to its fruit.",,87,10,California,California,California Other,Jim Gordon,@gordone_cellars,Dark Horse 2014 Chardonnay (California),Chardonnay,Dark Horse
38410,Chile,"Cherry and cassis aromas are generic. This feels raw and choppy, with sharp tartartic acidity. Limited, herbal flavors of mint and red fruits end in abrasive style.",Select Terroir,84,10,Maipo Valley,,,Michael Schachner,@wineschach,Santa Ema 2014 Select Terroir Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Ema
38469,France,"Here is a concentrated wine that has dense tannins and acidity. Black currant freshness offers lively pleasure already, but should intensify in fruitiness in two years.",Mouton Cadet,85,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Baron Philippe de Rothschild 2011 Mouton Cadet  (Bordeaux),Bordeaux-style Red Blend,Baron Philippe de Rothschild
38472,Argentina,"Earthy aromas are a bit muddled and suggest tomato and herbs, but in the mouth, this is fresh and rigid in feel. Flavors of zesty berry come with oaky, savory notes and a touch of woody residue on the finish.",El Tractor,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Villa Atuel 2012 El Tractor Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Villa Atuel
38585,Italy,"This is a succulent and juicy red wine with pretty cherry nuances, mature prune and spice. The wine tastes slightly sweet and offers clean flavors of blueberry and bright red fruit on the close.",,86,10,Sicily & Sardinia,Sicilia,,,,Cusumano 2007 Merlot (Sicilia),Merlot,Cusumano
38587,France,"An herbal Sauvignon that is fresh and on the lean side. The flavors are of crisp green apples, very fruity, with a structure of lime zest and vivid acidity on the finish. Screwcap.",,86,10,Southwest France,Vin de Pays des Côtes de Gascogne,,Roger Voss,@vossroger,Domaine du Tariquet 2007 Sauvignon Blanc (Vin de Pays des Côtes de Gascogne),Sauvignon Blanc,Domaine du Tariquet
38594,US,"Lovely natural acidity keeps this sweet wine light on its feet, underscoring the honeyed pear fruit flavors with grapefruit and a hint of minerality. For a wine in this price range, with 11,000 case production levels, it's a marvelous achievement.",Special Harvest,88,10,Idaho,,,Paul Gregutt,@paulgwine ,Ste. Chapelle 2008 Special Harvest Riesling,Riesling,Ste. Chapelle
38623,France,"Lively and juicy, this is packed with fresh red cherry fruits, red currants and some wood. It's round, soft, only lightly tannic.",Bistro Wine,84,10,Languedoc-Roussillon,Vin de Pays d'Oc,,Roger Voss,@vossroger,Barton & Guestier 2005 Bistro Wine Pinot Noir (Vin de Pays d'Oc),Pinot Noir,Barton & Guestier
38636,South Africa,"Dark berry and a light, tropical fruit quality on the nose add to the appeal of this Pinotage. On the palate, the flavors of juicy berry and banana are rounded and smooth, offering assertive spice but in a gentle package.",,84,10,Western Cape,,,Susan Kostrzewa,@suskostrzewa,Indaba 2006 Pinotage (Western Cape),Pinotage,Indaba
38701,France,"There is a layer of tannins here that impart a dry edge to what is otherwise sweetly fruity wine. It is full and juicy, with strawberry fruit flavors.",Nouveau,84,10,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Georges Duboeuf 2011 Nouveau  (Beaujolais),Gamay,Georges Duboeuf
38704,US,"Sweet in sugary pineapple and lime flavors, with the caramel and buttered toast of oak, this is a simple Chardonnay made in the popular style.",,84,10,California,California,California Other,,,Gnarly Head 2010 Chardonnay (California),Chardonnay,Gnarly Head
38706,US,"Soft and simple, with sweet, easy cherry and strawberry jam flavors and a silky texture.",Selected Vineyards,83,10,California,Central Coast,Central Coast,,,Concannon 2010 Selected Vineyards Pinot Noir (Central Coast),Pinot Noir,Concannon
38712,Spain,"Yellow in color, then fleshy and floral on the nose, with a hint of peach but also corn stalks. Feels full and clumsy, with sharp acidity and corny, cidery key flavors. Struggles to reach that next level.",Castell de Raimat,83,10,Catalonia,Costers del Segre,,Michael Schachner,@wineschach,Raimat 2010 Castell de Raimat Chardonnay (Costers del Segre),Chardonnay,Raimat
38714,US,"Simple and green, with mint, tobacco and cherry flavors. It's a sound, clean wine. Even though the fruit isn't exactly concentrated, it's an easy wine to drink at parties.",Proprietor's Reserve,83,10,California,California,California Other,,,Glen Ellen 2010 Proprietor's Reserve Merlot (California),Merlot,Glen Ellen
38716,US,"Made from undisclosed grape varieties, this wine is simple and candied. It tastes like red cherry jam, spread on buttered white toast and sprinkled with brown sugar and cinnamon.",Secret Blend,83,10,California,California,California Other,,,Amberhill 2010 Secret Blend Red (California),Red Blend,Amberhill
38880,Spain,"A little heat on the nose is acceptable given that the remaining cherry and plum aromas are pure. A bit acidic on the palate but staunchly fresh, with good fruit flavor in the red plum category. Cleansing due to higher acidity, with hints of mocha and mineral.",,86,10,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Quo 2008 Grenache (Campo de Borja),Grenache,Quo
39023,US,Cherrylike aromas and crisp red cherry and cranberry flavors give this medium-bodied wine a tart and lean personality. It has firm tannins and a slightly astringent finish.,,85,10,California,California,California Other,Jim Gordon,@gordone_cellars,One Leaf 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,One Leaf
39026,Portugal,"From high-altitude vineyards, this is a crisp wine with fine acidity and white fruits. Light, bright and deliciously fruity it has a tangy, very drinkable aftertaste.",Lab Branco,85,10,Douro,,,Roger Voss,@vossroger,Quinta de Porrais 2015 Lab Branco White (Douro),Portuguese White,Quinta de Porrais
39490,Chile,"Warm, earthy and stewed smelling, but then sharp and tangy and acidic in the mouth. Red fruits are dominant, but there's a persistent scour to the wine that doesn't allow it to get to the next level of quality or ripeness.",Crucero Reserva,83,10,Colchagua Valley,,,Michael Schachner,@wineschach,Siegel 2007 Crucero Reserva Merlot (Colchagua Valley),Merlot,Siegel
39491,US,"Simple and sweet, like a mango, pineapple and peach fruit juice blend. Not much going on, but will appeal to lots of Chard lovers at this price. Production was half a million cases.",Vintner's Collection,83,10,California,Central Coast,Central Coast,,,Sterling 2008 Vintner's Collection Chardonnay (Central Coast),Chardonnay,Sterling
39496,Romania,"Dense and syrupy like black cherry juice, this semisweet Romanian Pinot Noir is not a wine with much finesse, but if you're looking for a sugary red wine low in tannins and acidity, this is right up your alley.",Selected Harvest,83,10,Dealurile Munteniei,,,Anna Lee C. Iijima,,Dreamer 2007 Selected Harvest Pinot Noir (Dealurile Munteniei),Pinot Noir,Dreamer
39521,Spain,"Simple lime and salinic aromas are clean and fresh. The palate is juicy and tight, with lime, apple and dry spice flavors. Finishes balanced and citrusy, with proper length and mouthfeel. A good but regular Cava that's done right for the price.",Gran Tradición Brut,87,10,Catalonia,Cava,,Michael Schachner,@wineschach,Berberana NV Gran Tradición Brut Sparkling (Cava),Sparkling Blend,Berberana
39525,Spain,"Fresh, spicy cherry aromas are nice and clean. The palate is racy and staunch, with good acidity and tasty plum and berry flavors. Solid and medium-long on the finish, with a touch of minty herb flavor. Juicy and moderately oaky for a $10 value wine.",Vendimia Seleccionada,87,10,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Dolmo 2009 Vendimia Seleccionada  (Ribera del Duero),Tempranillo,Dolmo
39532,Chile,"Calina usually makes a nice value Chardonnay, and this vintage is no different. The wine has a chunky dry-peach opening, which is backed by a round, smooth palate and flavors of sweet pear, baked apple and roasted corn. Honey and orange notes make cameo appearances. Good for the price.",Reserva,87,10,Casablanca Valley,,,Michael Schachner,@wineschach,Calina 2009 Reserva Chardonnay (Casablanca Valley),Chardonnay,Calina
39804,Spain,"Broad and ripe on the nose, with sappy blackberry, plum and youthful aromas. The palate is big, full and tannic, with roasted plum and berry flavors in front of a smoky, hickory-driven finish. Chewy, blowsy and generous for $10 Tempranillo.",Codice,87,10,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Dominio de Eguren 2009 Codice Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Dominio de Eguren
39845,South Africa,"A blend of 37% Shiraz, 19% Gamay, 18% Mourvèdre, 14% Grenache and 12% Cinsault, this soft rosé has an herbaceous kick that lends depth to the red currant and cherry fruit core. The palate is ripe and fruity, but not overdone, with supporting acidity and subtle hints of pepper and blackberry leaf on the finish. Drink now.",,87,10,Western Cape,,,Lauren Buzzeo,@laurbuzz,Goats do Roam Wine Co. 2015 Rosé (Western Cape),Rosé,Goats do Roam Wine Co.
39861,France,"The Grand Lieu lake gives extra ripeness to the Melon grapes grown close to its shores, resulting in a rich, smooth and creamy-textured wine. Of course there is also plenty of citrus and mineral acidity. The wine is ready to drink.",,87,10,Loire Valley,Muscadet Côtes de Grandlieu,,Roger Voss,@vossroger,La Berrière 2015  Muscadet Côtes de Grandlieu,Melon,La Berrière
39863,US,"Fresh-pressed boysenberries give zest to dusty aromas of tobacco and strong shoe leather on the nose of this bottling. Tobacco shows powerfully on the palate, as do dill, marjoram and black pepper. Dark fruit, from blackcurrant to elderberry, provides the base.",,87,10,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Magistrate 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Magistrate
39866,US,"Pretty good for a ten buck red, this has proper varietal flavors of blackberries, cherries and oak, and is fullbodied and tannic. There's a rustic edge, but it will do fine with roast chicken or even macaroni and cheese.",,84,10,California,California,California Other,,,McManis 2006 Cabernet Sauvignon (California),Cabernet Sauvignon,McManis
39880,Italy,"This light-colored Cortese is an easy-going white that manages to be both very light and quite complex. The aromas of roasted peaches and apricots is lovely but low in intensity. The same can be said for the palate; complex and a touch dilute. The finish on this surprising, it has a real persistence to it.",,84,10,Piedmont,Piedmont,,,,Castelvero 2006 Cortese (Piedmont),Cortese,Castelvero
39881,France,"Light, fresh, slightly grassy but more in the white fruit flavor profile. It's soft, with a citrus twang to it, great to drink as an apéritif, leaving a soft, creamy aftertaste.",Sauvignon Blanc,84,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Caves Fleury 2006 Sauvignon Blanc  (Bordeaux Blanc),Bordeaux-style White Blend,Caves Fleury
